NAME,DATE,REVIEW_BODY,PROFILE_PIC,RATINGS_ID
Tyler Bailey,February 2018, Very much worth it. I came here for my honemoon. The town was very cute. I wish I could have stayed longer. Why didn't I find this place sooner? The torcher chamber was a bit too much. BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,17
Frans Larson,February 2018, BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,17
John Kelly,October 2011, My partner and I always wanted to visit. Why didn't I find this place sooner? The view form the back porch was to die for. The place smelled very bad! But the owner was cool. I do not regret anything! But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,17
Rebecca Wiegel,December 2019, We had so much fun! I want my money back.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,17
Brandon Elzy,October 2020, I wish I could have stayed longer. BEST TRIP EVER! The town was very cute. BE WARNED! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,17
John Anderton,July 2012, I want my money back. My partner and I always wanted to visit. The owner wouldn't let me bring my pet bear. This place is awesome! It was quite a drive from the airport. The place smelled very bad! The view form the back porch was to die for.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,17
Nick Mendini,December 2018, I wish I could have stayed longer. The place smelled very bad! BEST TRIP EVER! I came here for my honemoon. My partner and I always wanted to visit. I want my money back.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,17
Daniel Lee,June 2012, The torcher chamber was a bit too much. I want my money back. I wish I could have stayed longer. But seriously tell all your friends! BEST TRIP EVER! And I would do it again! NO INDOOR PLUMBING!! My partner and I always wanted to visit. The owner wouldn't let me bring my pet bear. I came here for my honemoon. We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,17
Parker Stafford,October 2013, My partner and I always wanted to visit. We had so much fun! Very much worth it. I want my money back. But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,18
Tre' Moore,July 2013, I came here for my honemoon. The owner has the best style. And I would do it again! We had so much fun! The place smelled very bad! The view form the back porch was to die for. BE WARNED! The town was very cute. Very much worth it. NO INDOOR PLUMBING!! The owner wouldn't let me bring my pet bear.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,18
Quentin McMillian,November 2009, I want my money back. You can tell the owner really likes bears. The torcher chamber was a bit too much. It was quite a drive from the airport. My partner and I always wanted to visit. I came here for my honemoon. But seriously tell all your friends! And I would do it again! Why didn't I find this place sooner? The place smelled very bad! The view form the back porch was to die for. BEST TRIP EVER! NO INDOOR PLUMBING!! Very much worth it.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,18
Zain Padela,January 2013, Very much worth it. My partner and I always wanted to visit. I came here for my honemoon. The owner has the best style. But seriously tell all your friends! The place smelled very bad! The torcher chamber was a bit too much. NO INDOOR PLUMBING!! BEST TRIP EVER! I want my money back. But the owner was cool. This place is awesome! I wish I could have stayed longer. The town was very cute. It was quite a drive from the airport. And I would do it again! We had so much fun! I do not regret anything! BE WARNED! Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,18
John Anderton,May 2015, The owner wouldn't let me bring my pet bear. The place smelled very bad! I want my money back. We had so much fun! Why didn't I find this place sooner? I came here for my honemoon. BEST TRIP EVER! But the owner was cool. The town was very cute. Very much worth it. The view form the back porch was to die for. And I would do it again! The torcher chamber was a bit too much. But seriously tell all your friends! This place is awesome! NO INDOOR PLUMBING!! You can tell the owner really likes bears. My partner and I always wanted to visit. I wish I could have stayed longer. BE WARNED! The owner has the best style. I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,18
Ben Rasmussen,August 2012, Very much worth it. Why didn't I find this place sooner? And I would do it again! This place is awesome! The owner has the best style. I do not regret anything! I wish I could have stayed longer.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,18
Giovani Maccagno,October 2017, Very much worth it. I want my money back. You can tell the owner really likes bears. I wish I could have stayed longer. The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,18
Seth Lassen,May 2014, The owner has the best style. The view form the back porch was to die for. But the owner was cool. And I would do it again! I wish I could have stayed longer. I do not regret anything! The owner wouldn't let me bring my pet bear. NO INDOOR PLUMBING!! But seriously tell all your friends! The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,18
Tyler Bailey,August 2011, But the owner was cool. The view form the back porch was to die for. BE WARNED! And I would do it again! My partner and I always wanted to visit. I do not regret anything! I wish I could have stayed longer. The place smelled very bad! I want my money back. The torcher chamber was a bit too much. But seriously tell all your friends! BEST TRIP EVER! The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,18
Christina Meador,November 2017, BE WARNED! This place is awesome! The place smelled very bad! The owner wouldn't let me bring my pet bear. But the owner was cool. I do not regret anything! BEST TRIP EVER! I want my money back.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,18
Frans Larson,November 2008, The town was very cute. This place is awesome! We had so much fun! I want my money back. BEST TRIP EVER! But seriously tell all your friends! The place smelled very bad! NO INDOOR PLUMBING!! My partner and I always wanted to visit. I came here for my honemoon. You can tell the owner really likes bears. And I would do it again! The owner wouldn't let me bring my pet bear. I wish I could have stayed longer.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,18
David Kim,November 2020, But the owner was cool. We had so much fun! But seriously tell all your friends! The owner wouldn't let me bring my pet bear. I came here for my honemoon. And I would do it again! NO INDOOR PLUMBING!! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,19
Nick Mendini,February 2015, BE WARNED! It was quite a drive from the airport. I wish I could have stayed longer. The owner wouldn't let me bring my pet bear. But seriously tell all your friends! You can tell the owner really likes bears. The place smelled very bad! The owner has the best style. And I would do it again! Why didn't I find this place sooner? This place is awesome! The view form the back porch was to die for. The torcher chamber was a bit too much. Very much worth it. I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,19
Michael Chen,April 2017, I came here for my honemoon. I wish I could have stayed longer. NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,19
Elene Mikaberidze,February 2011, The owner has the best style. NO INDOOR PLUMBING!! My partner and I always wanted to visit. The town was very cute. The torcher chamber was a bit too much. I do not regret anything! We had so much fun! It was quite a drive from the airport. You can tell the owner really likes bears. I wish I could have stayed longer. The owner wouldn't let me bring my pet bear. BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,19
Alex Sandoval,January 2014, But the owner was cool. The view form the back porch was to die for. BE WARNED! NO INDOOR PLUMBING!! The town was very cute. And I would do it again! My partner and I always wanted to visit. The torcher chamber was a bit too much. The owner wouldn't let me bring my pet bear. BEST TRIP EVER! The place smelled very bad! The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,19
Mukhtar Bahadory,April 2015, And I would do it again! The place smelled very bad! The view form the back porch was to die for. My partner and I always wanted to visit. The town was very cute. NO INDOOR PLUMBING!! But the owner was cool. I came here for my honemoon. Why didn't I find this place sooner? BE WARNED! BEST TRIP EVER! I wish I could have stayed longer. The owner wouldn't let me bring my pet bear. It was quite a drive from the airport. The owner has the best style. The torcher chamber was a bit too much.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,19
Christina Meador,September 2010, BEST TRIP EVER! My partner and I always wanted to visit. I want my money back. The torcher chamber was a bit too much. The town was very cute. I do not regret anything! The place smelled very bad! The owner has the best style. And I would do it again! The owner wouldn't let me bring my pet bear.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,19
Joe Buono,October 2012, I do not regret anything! This place is awesome! Very much worth it. I wish I could have stayed longer. But seriously tell all your friends! I want my money back. We had so much fun! My partner and I always wanted to visit. The owner wouldn't let me bring my pet bear. NO INDOOR PLUMBING!! The torcher chamber was a bit too much. The owner has the best style. The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,19
John Kelly,October 2008, We had so much fun! NO INDOOR PLUMBING!! I want my money back. This place is awesome! I wish I could have stayed longer. I came here for my honemoon. The torcher chamber was a bit too much. It was quite a drive from the airport. The owner has the best style. BEST TRIP EVER! But seriously tell all your friends! I do not regret anything! Very much worth it. The town was very cute. BE WARNED! The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,20
Deb Johnson,August 2019, The owner has the best style. Very much worth it. NO INDOOR PLUMBING!! I want my money back. We had so much fun! BEST TRIP EVER! The view form the back porch was to die for.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,20
Alysa Shin,March 2018, The town was very cute. But seriously tell all your friends! And I would do it again! The owner wouldn't let me bring my pet bear. We had so much fun! But the owner was cool. This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,20
Fabian Yee,April 2014, Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,20
Genaro Salinas,July 2010, I wish I could have stayed longer. I want my money back. The town was very cute. And I would do it again! BE WARNED! NO INDOOR PLUMBING!! This place is awesome! The owner wouldn't let me bring my pet bear. Why didn't I find this place sooner? I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,20
Seth Lassen,June 2013, NO INDOOR PLUMBING!! My partner and I always wanted to visit. The town was very cute. I want my money back. The owner wouldn't let me bring my pet bear. But the owner was cool. Why didn't I find this place sooner? The owner has the best style. BEST TRIP EVER! It was quite a drive from the airport. I do not regret anything! Very much worth it. But seriously tell all your friends! And I would do it again! BE WARNED! You can tell the owner really likes bears. The place smelled very bad! I wish I could have stayed longer. This place is awesome! The view form the back porch was to die for.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,20
John Campbell,October 2011, I wish I could have stayed longer. My partner and I always wanted to visit. I want my money back. The torcher chamber was a bit too much. NO INDOOR PLUMBING!! We had so much fun! BEST TRIP EVER! The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,20
Michael Chen,July 2009, We had so much fun! Very much worth it. I do not regret anything! The town was very cute. I want my money back.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3770317.jpeg,20
Christina Meador,April 2009, I wish I could have stayed longer. We had so much fun! NO INDOOR PLUMBING!! You can tell the owner really likes bears. BE WARNED! I do not regret anything! This place is awesome! Very much worth it. I came here for my honemoon. But the owner was cool. But seriously tell all your friends! BEST TRIP EVER! And I would do it again! The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,20
Zain Padela,October 2015, Why didn't I find this place sooner? The town was very cute. But seriously tell all your friends! This place is awesome! The owner wouldn't let me bring my pet bear. BE WARNED! It was quite a drive from the airport. I came here for my honemoon. The torcher chamber was a bit too much. The place smelled very bad! You can tell the owner really likes bears.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,21
Taylor Anderson,February 2020, BEST TRIP EVER! You can tell the owner really likes bears. I wish I could have stayed longer. I came here for my honemoon. I want my money back. The owner wouldn't let me bring my pet bear. But seriously tell all your friends! This place is awesome! Very much worth it. The torcher chamber was a bit too much. The owner has the best style. The town was very cute. But the owner was cool. We had so much fun!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,21
John Anderton,July 2017, BEST TRIP EVER! The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. This place is awesome! The owner has the best style. It was quite a drive from the airport. The torcher chamber was a bit too much. I wish I could have stayed longer. Very much worth it.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,21
John Kelly,October 2010, And I would do it again! It was quite a drive from the airport. BE WARNED! BEST TRIP EVER! I came here for my honemoon. Very much worth it. I want my money back. My partner and I always wanted to visit. I do not regret anything! But the owner was cool. The town was very cute. Why didn't I find this place sooner? You can tell the owner really likes bears. NO INDOOR PLUMBING!! The torcher chamber was a bit too much. I wish I could have stayed longer. The view form the back porch was to die for. The place smelled very bad! We had so much fun! This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,21
Michael Chen,October 2019, The town was very cute. Very much worth it. You can tell the owner really likes bears. The torcher chamber was a bit too much. It was quite a drive from the airport. BEST TRIP EVER! I want my money back. I came here for my honemoon. The owner has the best style. I do not regret anything! The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. My partner and I always wanted to visit. This place is awesome! We had so much fun! NO INDOOR PLUMBING!! I wish I could have stayed longer. But seriously tell all your friends!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,21
Henry Fradley,July 2020, I want my money back. BE WARNED! The view form the back porch was to die for. I do not regret anything! You can tell the owner really likes bears. The owner wouldn't let me bring my pet bear. The torcher chamber was a bit too much. But seriously tell all your friends! But the owner was cool. We had so much fun! NO INDOOR PLUMBING!! Why didn't I find this place sooner? The town was very cute. The place smelled very bad! Very much worth it. I wish I could have stayed longer.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,21
Dylan Ring,December 2009, The owner has the best style. I want my money back. This place is awesome! NO INDOOR PLUMBING!! Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,21
Alysa Shin,July 2015, I do not regret anything! But seriously tell all your friends! The torcher chamber was a bit too much. And I would do it again! I want my money back. The town was very cute. Why didn't I find this place sooner? I wish I could have stayed longer. Very much worth it. BEST TRIP EVER! You can tell the owner really likes bears. The owner wouldn't let me bring my pet bear. The place smelled very bad! I came here for my honemoon. It was quite a drive from the airport. My partner and I always wanted to visit. The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,21
Mitch McDermott,June 2013, BE WARNED! The town was very cute. The owner has the best style. The torcher chamber was a bit too much. I wish I could have stayed longer. But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,21
Genaro Salinas,May 2019, BEST TRIP EVER! The view form the back porch was to die for. I came here for my honemoon. The owner has the best style. You can tell the owner really likes bears. BE WARNED! The place smelled very bad! This place is awesome! But seriously tell all your friends! I want my money back.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,21
David Kim,February 2020, But seriously tell all your friends! We had so much fun! The view form the back porch was to die for. You can tell the owner really likes bears. But the owner was cool. I want my money back. The town was very cute. I do not regret anything! It was quite a drive from the airport. BE WARNED! My partner and I always wanted to visit. Why didn't I find this place sooner? The place smelled very bad! NO INDOOR PLUMBING!! The owner wouldn't let me bring my pet bear. The owner has the best style. I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,22
John Kelly,February 2010, I wish I could have stayed longer. The owner has the best style. I came here for my honemoon. It was quite a drive from the airport. I want my money back. This place is awesome! BE WARNED! The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,22
Matthew Morgan,March 2010, The torcher chamber was a bit too much. I came here for my honemoon. I do not regret anything! The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. I want my money back. It was quite a drive from the airport. And I would do it again! You can tell the owner really likes bears. My partner and I always wanted to visit. Why didn't I find this place sooner? This place is awesome! We had so much fun! The town was very cute. Very much worth it. The owner has the best style. But seriously tell all your friends! BEST TRIP EVER! BE WARNED! But the owner was cool. NO INDOOR PLUMBING!! The place smelled very bad!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,22
Elene Mikaberidze,December 2014, We had so much fun! BE WARNED! I wish I could have stayed longer. The torcher chamber was a bit too much. I want my money back. The place smelled very bad! And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4123910.jpeg,22
Mukhtar Bahadory,February 2011, The torcher chamber was a bit too much. I do not regret anything! My partner and I always wanted to visit. BE WARNED! I came here for my honemoon. This place is awesome! The owner has the best style. The owner wouldn't let me bring my pet bear. We had so much fun! And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1310522.jpeg,22
Parker Stafford,September 2016, The place smelled very bad! NO INDOOR PLUMBING!! Very much worth it. I came here for my honemoon. I do not regret anything! We had so much fun! I want my money back. But the owner was cool. But seriously tell all your friends! The owner wouldn't let me bring my pet bear. The owner has the best style. BEST TRIP EVER! The town was very cute. It was quite a drive from the airport. You can tell the owner really likes bears. Why didn't I find this place sooner? I wish I could have stayed longer. The torcher chamber was a bit too much. BE WARNED!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-415829.jpeg,22
Sam Goldie,February 2014, My partner and I always wanted to visit. BEST TRIP EVER! Why didn't I find this place sooner? Very much worth it. It was quite a drive from the airport. I wish I could have stayed longer. This place is awesome! But the owner was cool. The torcher chamber was a bit too much. The place smelled very bad! The view form the back porch was to die for. NO INDOOR PLUMBING!! I want my money back. The owner wouldn't let me bring my pet bear. I came here for my honemoon. The town was very cute. BE WARNED! But seriously tell all your friends! The owner has the best style.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,22
Tyler Bailey,May 2008, I came here for my honemoon. We had so much fun! The town was very cute. The owner wouldn't let me bring my pet bear.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,22
Michael Wetterauer,December 2012, The town was very cute. Why didn't I find this place sooner? NO INDOOR PLUMBING!! The owner has the best style. I wish I could have stayed longer. But the owner was cool. You can tell the owner really likes bears. My partner and I always wanted to visit. Very much worth it. It was quite a drive from the airport. BEST TRIP EVER! I do not regret anything! The place smelled very bad! We had so much fun! BE WARNED! I came here for my honemoon.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,22
Michael Chen,May 2008, But the owner was cool. NO INDOOR PLUMBING!! This place is awesome! The owner wouldn't let me bring my pet bear. BEST TRIP EVER! My partner and I always wanted to visit. You can tell the owner really likes bears. I came here for my honemoon. BE WARNED! Very much worth it.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,22
Quentin McMillian,February 2014, BEST TRIP EVER!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,22
Giovani Maccagno,May 2019, It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-1484810.jpeg,23
Sam Goldie,February 2019, I came here for my honemoon. But seriously tell all your friends! The owner wouldn't let me bring my pet bear. I wish I could have stayed longer. We had so much fun! NO INDOOR PLUMBING!! The view form the back porch was to die for. The owner has the best style. Very much worth it. The town was very cute. I want my money back. The torcher chamber was a bit too much. This place is awesome!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,23
Parker Stafford,May 2017, Why didn't I find this place sooner? My partner and I always wanted to visit. We had so much fun! I want my money back. BEST TRIP EVER! BE WARNED! The place smelled very bad! And I would do it again! The view form the back porch was to die for. You can tell the owner really likes bears. The town was very cute. Very much worth it. The torcher chamber was a bit too much. This place is awesome! I do not regret anything! NO INDOOR PLUMBING!!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4100670.jpeg,23
Michael Wetterauer,November 2011, I came here for my honemoon. You can tell the owner really likes bears. I want my money back. The torcher chamber was a bit too much. The view form the back porch was to die for. My partner and I always wanted to visit.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,23
Zain Padela,September 2020, Why didn't I find this place sooner? The owner wouldn't let me bring my pet bear. The town was very cute. Very much worth it. I came here for my honemoon. The torcher chamber was a bit too much. You can tell the owner really likes bears. We had so much fun! But seriously tell all your friends! And I would do it again! But the owner was cool. I wish I could have stayed longer. BEST TRIP EVER! I want my money back. The view form the back porch was to die for. The owner has the best style. This place is awesome! It was quite a drive from the airport. My partner and I always wanted to visit. I do not regret anything!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4153618.jpeg,23
Frans Larson,November 2014, I do not regret anything! BE WARNED! This place is awesome! I want my money back.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,23
Joe Buono,March 2008, And I would do it again! We had so much fun! My partner and I always wanted to visit. But the owner was cool. NO INDOOR PLUMBING!! The view form the back porch was to die for. The owner has the best style. I came here for my honemoon. I do not regret anything! You can tell the owner really likes bears. BE WARNED! This place is awesome! It was quite a drive from the airport. The place smelled very bad! I want my money back. The owner wouldn't let me bring my pet bear. Very much worth it. BEST TRIP EVER! I wish I could have stayed longer. The town was very cute.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,23
Michael Chen,September 2010, NO INDOOR PLUMBING!! This place is awesome! You can tell the owner really likes bears. The owner has the best style. I do not regret anything! The town was very cute. And I would do it again! The view form the back porch was to die for. BE WARNED! We had so much fun! I want my money back. But seriously tell all your friends! Very much worth it. I wish I could have stayed longer. Why didn't I find this place sooner?,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3970387.jpeg,23
Henry Fradley,August 2016, The place smelled very bad! You can tell the owner really likes bears. The town was very cute. The torcher chamber was a bit too much. The view form the back porch was to die for. I wish I could have stayed longer.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,24
Seth Lassen,December 2012, I came here for my honemoon. I do not regret anything! I wish I could have stayed longer. You can tell the owner really likes bears. But seriously tell all your friends! BEST TRIP EVER! Very much worth it. And I would do it again! BE WARNED! The view form the back porch was to die for. The owner wouldn't let me bring my pet bear. We had so much fun! The torcher chamber was a bit too much. This place is awesome! NO INDOOR PLUMBING!! The place smelled very bad! It was quite a drive from the airport. Why didn't I find this place sooner? My partner and I always wanted to visit. I want my money back. The town was very cute. But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886801.jpeg,24
John Kelly,April 2019, I want my money back. But seriously tell all your friends! I do not regret anything! The town was very cute. We had so much fun! I came here for my honemoon. Very much worth it. Why didn't I find this place sooner? But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,24
Derek Warner-Reyes,January 2012, You can tell the owner really likes bears. The owner wouldn't let me bring my pet bear. Very much worth it. I wish I could have stayed longer. I came here for my honemoon. The view form the back porch was to die for. BE WARNED! BEST TRIP EVER! My partner and I always wanted to visit. Why didn't I find this place sooner? But seriously tell all your friends! I want my money back. The torcher chamber was a bit too much. The town was very cute. This place is awesome! But the owner was cool. NO INDOOR PLUMBING!! I do not regret anything! We had so much fun! It was quite a drive from the airport. And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-220453.jpeg,24
Giovani Maccagno,May 2013, BE WARNED! The owner wouldn't let me bring my pet bear. But seriously tell all your friends! The place smelled very bad! We had so much fun! But the owner was cool. And I would do it again! I came here for my honemoon. The view form the back porch was to die for. It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-5853675.jpeg,25
Fabian Yee,October 2008, The view form the back porch was to die for. The torcher chamber was a bit too much. BE WARNED! I want my money back. You can tell the owner really likes bears. BEST TRIP EVER! The place smelled very bad! But the owner was cool. The owner has the best style. But seriously tell all your friends! We had so much fun! I wish I could have stayed longer. The owner wouldn't let me bring my pet bear. Why didn't I find this place sooner? And I would do it again! It was quite a drive from the airport.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3775540.jpeg,25
Tyler Bailey,July 2014, It was quite a drive from the airport. Why didn't I find this place sooner? You can tell the owner really likes bears. My partner and I always wanted to visit. The torcher chamber was a bit too much. The view form the back porch was to die for. We had so much fun! And I would do it again! I want my money back. The place smelled very bad! The town was very cute. BE WARNED! But the owner was cool.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4886781.jpeg,25
Nick Mendini,June 2019, The torcher chamber was a bit too much. The owner has the best style. You can tell the owner really likes bears. NO INDOOR PLUMBING!! BEST TRIP EVER! It was quite a drive from the airport. I came here for my honemoon. But seriously tell all your friends! I do not regret anything! Very much worth it. Why didn't I find this place sooner? The view form the back porch was to die for. And I would do it again! My partner and I always wanted to visit. I want my money back. We had so much fun! This place is awesome! I wish I could have stayed longer. The town was very cute. The owner wouldn't let me bring my pet bear.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-4626351.jpeg,25
Leah Cardon,March 2012, The owner has the best style. The torcher chamber was a bit too much. BEST TRIP EVER! Why didn't I find this place sooner? And I would do it again!,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-2726111.jpeg,26
John Anderton,September 2008, This place is awesome! I came here for my honemoon. And I would do it again! I want my money back. The torcher chamber was a bit too much.,https://beartnt-profile-photos.s3.us-east-2.amazonaws.com/beartnt+profile+photos/pexels-photo-3851312.jpeg,26
